source_icd_id	source_icd_name	destination_icd_id	destination_icd_name	relationship_type	relationship_id
M31.3	韦格纳肉芽肿病	J18.9	未特指的肺炎	Is a (attribute)	11420671022
J95.8	其他操作后的呼吸性疾患	J98.8	其他特指的呼吸性疾患	Is a (attribute)	11420647026
J95.4	门德尔松综合征	J98.8	其他特指的呼吸性疾患	Is a (attribute)	11420590020
B02.8	带状疱疹伴有其他并发症	J98.8	其他特指的呼吸性疾患	Is a (attribute)	11420586023
J70.0	辐射引起的急性肺部临床表现	J98.8	其他特指的呼吸性疾患	Is a (attribute)	11420812021
O91.1	"与分娩有关的乳房脓肿	"	O91.2	"与分娩有关的非化脓性乳腺炎	"	Is a (attribute)	11425344029
J84.1	其他间质性肺病伴有纤维化	J18.9	未特指的肺炎	Is a (attribute)	11421259026
J15.9	未特指的细菌性肺炎	J98.8	其他特指的呼吸性疾患	Is a (attribute)	11421290029
S56.1	在前臂水平的其他手指屈肌和肌腱损伤	T14.6	身体未特指部位的肌腱和肌肉损伤	Is a (attribute)	11425323029
H05.0	眼眶急性炎症	H05.9	未特指的眼眶疾患	Is a (attribute)	11425320026
S56.0	在前臂水平的拇指屈肌和肌腱损伤	S66.8	在腕和手水平的其他肌肉和肌腱的损伤	Is a (attribute)	11425305021
S61.9	腕和手部位未特指的开放性伤口	T14.6	身体未特指部位的肌腱和肌肉损伤	Is a (attribute)	11425304020
T13.5	下肢未特指肌肉和肌腱的损伤,水平未特指	T14.1	身体未特指部位的开放性伤口	Is a (attribute)	11425297021
G36.9	未特指的急性播散性脱髓鞘	G61.9	未特指的炎性多神经病	Is a (attribute)	11425277027
T14.6	身体未特指部位的肌腱和肌肉损伤	T14.9	未特指的损伤	Is a (attribute)	11425270025
S09.1	头部肌肉和肌腱损伤	T14.1	身体未特指部位的开放性伤口	Is a (attribute)	11425265021
D06.1	宫颈外膜原位癌	D07.0	子宫内膜原位癌	Is a (attribute)	11421282029
S66.1	在腕和手水平的其他手指屈肌和肌腱损伤	S66.8	在腕和手水平的其他肌肉和肌腱的损伤	Is a (attribute)	11425253022
I33.9	未特指的急性心内膜炎	J98.5	纵隔疾病,不可归类在他处者	Is a (attribute)	11425200029
T40.4	其他合成的麻醉品中毒	T50.8	诊断性制剂中毒	Is a (attribute)	11422924023
Z88.6	镇痛药过敏个人史	Z88.8	对其他药物、药剂和生物制品过敏个人史	Is a (attribute)	11422910024
P35.0	先天性风疹综合征	J98.8	其他特指的呼吸性疾患	Is a (attribute)	11421535021
S29.9	胸部未特指的损伤	S21.0	乳房开放性伤口	Is a (attribute)	11421506029
D01.3	肛门和肛管原位癌	D04.5	躯干皮肤原位癌	Is a (attribute)	11421367020
D25.9	未特指的子宫平滑肌瘤	O99.8	"其他特指的疾病和情况并发于妊娠、分娩和产褥期	"	Is a (attribute)	11421338024
J98.1	肺萎陷	J98.8	其他特指的呼吸性疾患	Is a (attribute)	11421325027
B23.8	人类免疫缺陷病毒[HlV]病造成的其他特指的情况	G61.9	未特指的炎性多神经病	Is a (attribute)	11425246029
T95.2	上肢烧伤、腐蚀伤和冻伤后遗症	T95.9	未特指的烧伤、腐蚀伤和冻伤后遗症	Is a (attribute)	11367446029
E11.5	非胰岛素依赖型糖尿病伴有周围循环并发症	I83.0	下肢静脉曲张伴有溃疡	Is a (attribute)	11433891022
N92.3	"排卵期出血	"	N92.1	"月经过多和频繁伴有不规则周期	"	Is a (attribute)	11433904023
S24.1	胸部脊髓其他和未特指的损伤	T09.1	躯干开放性伤口,水平未特指	Is a (attribute)	11409820021
L56.2	光接触性皮炎[香料皮炎]	L25.9	未特指原因的未特指的接触性皮炎	Is a (attribute)	11409794027
L30.8	其他特指的皮炎	L25.9	未特指原因的未特指的接触性皮炎	Is a (attribute)	11409764022
N13.2	"肾盂积水伴有肾和输尿管结石梗阻	"	N28.8	"肾和输尿管其他特指的疾患	"	Is a (attribute)	11409717022
H15.0	巩膜炎	H15.9	未特指的巩膜疾患	Is a (attribute)	11409693026
H15.0	巩膜炎	Q15.9	眼未特指的先天性畸形	Is a (attribute)	11409692020
H30.9	未特指的脉络膜视网膜炎	H10.9	未特指的结膜炎	Is a (attribute)	11409685026
H16.3	基质层和深层角膜炎	H15.0	巩膜炎	Is a (attribute)	11409664026
B57.5	(慢性)查加斯病累及其他器官	L08.9	皮肤和皮下组织未特指的局部感染	Is a (attribute)	11409660024
K29.0	急性出血性胃炎	K27.3	部位未特指的消化性溃疡急性,不伴有出血或穿孔	Is a (attribute)	11446876025
K25.5	胃溃疡慢性或未特指的,伴有穿孔	K27.5	部位未特指的消化性溃疡慢性或未特指的,伴有穿孔	Is a (attribute)	11446973021
N48.8	"阴茎其他特指的疾息	"	N48.9	"阴茎未特指的疾患	"	Is a (attribute)	11447050023
B67.9	其他和未特指的棘球蚴病	R22.9	未特指的局部肿胀、肿物和肿块	Is a (attribute)	11447070028
N94.8	"其他特指的与女性生殖器官和月经周期有关的情况	"	N50.9	"男性生殖器官未特指的疾患	"	Is a (attribute)	11447222027
K25.0	胃溃疡急性,伴有出血	K27.0	部位未特指的消化性溃疡急性,伴有出血	Is a (attribute)	11447400021
Q68.2	膝先天性变形	Q74.2	下肢(包括骨盆带)的其他先天性畸形	Is a (attribute)	11447442023
Q68.2	膝先天性变形	Q89.9	未特指的先天性畸形	Is a (attribute)	11447443029
N81.8	"其他的女性生殖器脱垂	"	S31.0	下背和骨盆开放性伤口	Is a (attribute)	11409822029
N81.8	"其他的女性生殖器脱垂	"	S39.0	腹部、下背和骨盆肌肉和肌腱损伤	Is a (attribute)	11409825027
H20.9	未特指的虹膜睫状体炎	Q15.9	眼未特指的先天性畸形	Is a (attribute)	11409832020
Q78.0	成骨不全	K00.9	未特指的牙发育疾患	Is a (attribute)	11409890026
G11.2	晚期发病的小脑性共济失调	Q99.9	未特指的染色体异常	Is a (attribute)	11411382025
G11.2	晚期发病的小脑性共济失调	G93.4	未特指的脑病	Is a (attribute)	11411381021
Q80.4	斑色胎儿	H02.1	睑外翻	Is a (attribute)	11411289021
H02.1	睑外翻	M95.2	头的其他后天性变形	Is a (attribute)	11411243025
H02.1	睑外翻	H02.0	睑内翻和倒睫	Is a (attribute)	11411190023
H02.0	睑内翻和倒睫	M95.2	头的其他后天性变形	Is a (attribute)	11411158029
Q21.2	房室间隔缺损	Q21.8	心间隔的其他先天性畸形	Is a (attribute)	11410017026
Q21.2	房室间隔缺损	Q21.9	心间隔未特指的先天性畸形	Is a (attribute)	11410016024
T01.0	累及头部伴有颈部的开放性伤口	S01.9	头部部位未特指的开放性伤口	Is a (attribute)	11447617022
O70.1	"分娩时Ⅱ度会阴裂伤	"	S31.0	下背和骨盆开放性伤口	Is a (attribute)	11410013027
S94.8	在踝和足水平的其他神经损伤	G57.6	跖神经损害	Is a (attribute)	11409942021
Q44.6	肝囊性病	Q44.7	肝的其他先天性畸形	Is a (attribute)	11409929021
S31.2	阴茎开放性伤口	T14.9	未特指的损伤	Is a (attribute)	11409922028
S31.2	阴茎开放性伤口	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	11409920020
G71.2	先天性肌病	Q79.9	肌肉骨骼系统未特指的先天性畸形	Is a (attribute)	11409919025
D76.3	其他组织细胞增多综合征	L08.9	皮肤和皮下组织未特指的局部感染	Is a (attribute)	11409911027
Q78.8	其他特指的骨软骨发育不良	K00.9	未特指的牙发育疾患	Is a (attribute)	11409910026
D86.8	其他和联合部位的结节病	H10.9	未特指的结膜炎	Is a (attribute)	11409902027
S94.8	在踝和足水平的其他神经损伤	T13.3	下肢未特指神经的损伤,水平未特指	Is a (attribute)	11409944022
T01.0	累及头部伴有颈部的开放性伤口	S11.9	颈部部位未特指的开放性伤口	Is a (attribute)	11447619020
K22.1	食管溃疡	K27.4	部位未特指的消化性溃疡慢性或未特指的,伴有出血	Is a (attribute)	11447652025
H18.8	角膜其他特指的疾患	H16.0	角膜溃疡	Is a (attribute)	11449908025
H34.8	其他的视网膜血管阻塞	I82.9	未特指的静脉栓塞和血栓形成	Is a (attribute)	11453413021
H34.8	其他的视网膜血管阻塞	Q15.9	眼未特指的先天性畸形	Is a (attribute)	11453416029
H34.8	其他的视网膜血管阻塞	H57.9	眼和附器未特指的疾患	Is a (attribute)	11453418028
J86.0	脓胸伴有瘘	J86.9	脓胸不伴有瘘	Is a (attribute)	11453432026
K27.5	部位未特指的消化性溃疡慢性或未特指的,伴有穿孔	K27.9	部位未特指的消化性溃疡未特指为急性或慢性,不伴有出血或穿孔	Is a (attribute)	11453493022
H35.9	视网膜未特指的疾患	H35.8	视网膜其他特指的疾患	Is a (attribute)	11453515027
C76.7	其他不明确部位的恶性肿瘤	D48.9	未特指的动态未定或动态未知的肿瘤	Is a (attribute)	11453560026
N42.8	"前列腺其他特指的疾患	"	K63.2	肠瘘	Is a (attribute)	11453576024
K27.4	部位未特指的消化性溃疡慢性或未特指的,伴有出血	K27.9	部位未特指的消化性溃疡未特指为急性或慢性,不伴有出血或穿孔	Is a (attribute)	11453391020
K27.3	部位未特指的消化性溃疡急性,不伴有出血或穿孔	K27.9	部位未特指的消化性溃疡未特指为急性或慢性,不伴有出血或穿孔	Is a (attribute)	11453581026
B39.9	未特指的组织胞浆菌病	H31.8	脉络膜其他特指的疾患	Is a (attribute)	11453618024
Q18.8	面和颈部其他特指的先天性畸形	Q18.9	面和颈部未特指的先天性畸形	Is a (attribute)	11453714025
T38.6	抗促性腺激素药、抗雌激素药、抗雄激素药中毒,不可归类在他处者	T42.7	未特指的镇癫痫药和镇静催眠药中毒	Is a (attribute)	11453772023
K27.6	部位未特指的消化性溃疡慢性或未特指的,伴有出血和穿孔	K92.9	消化系统未特指的疾病	Is a (attribute)	11453789026
L23.5	其他化学产品引起的变应性接触性皮炎	T78.4	未特指的变态反应	Is a (attribute)	11453800024
D23.1	眼睑(包括眦)皮肤良性肿瘤	D23.9	未特指的皮肤良性肿瘤	Is a (attribute)	11453879024
Q51.7	子宫和消化道、泌尿道之间的先天性瘘	K31.6	胃和十二指肠瘘	Is a (attribute)	11453887020
K27.9	部位未特指的消化性溃疡未特指为急性或慢性,不伴有出血或穿孔	K27.3	部位未特指的消化性溃疡急性,不伴有出血或穿孔	Is a (attribute)	11453903020
K13.7	口腔粘膜其他和未特指的损害	K92.8	消化系统其他特指的疾病	Is a (attribute)	11453592025
G11.2	晚期发病的小脑性共济失调	G11.1	早期发病的小脑性共济失调	Is a (attribute)	11411386027
K28.9	胃空肠溃疡未特指为急性或慢性,不伴有出血或穿孔	K27.9	部位未特指的消化性溃疡未特指为急性或慢性,不伴有出血或穿孔	Is a (attribute)	11453305021
K27.9	部位未特指的消化性溃疡未特指为急性或慢性,不伴有出血或穿孔	K56.6	其他和未特指的肠梗阻	Is a (attribute)	11453283029
H35.3	黄斑和后极变性	H35.9	视网膜未特指的疾患	Is a (attribute)	11449932021
D31.6	未特指的眶良性肿瘤	H05.8	眼眶的其他疾患	Is a (attribute)	11449967021
D36.1	周围神经和自主神经系统良性肿瘤	D48.2	周围神经和自主神经系统动态未定或动态未知的肿瘤	Is a (attribute)	11450039028
L57.0	光线性角化病	D23.3	面部其他和未特指部位皮肤的良性肿瘤	Is a (attribute)	11450055024
L57.0	光线性角化病	R22.3	上肢的局部肿胀、肿物和肿块	Is a (attribute)	11450068027
L57.0	光线性角化病	D21.1	上肢结缔组织和其他软组织良性肿瘤,包括肩	Is a (attribute)	11450070020
K26.3	十二指肠溃疡急性,不伴有出血或穿孔	K27.3	部位未特指的消化性溃疡急性,不伴有出血或穿孔	Is a (attribute)	11450091028
H35.9	视网膜未特指的疾患	H35.0	背景性视网膜病变和视网膜血管改变	Is a (attribute)	11450095021
B02.3	带状疱疹眼病	B30.9	未特指的病毒性结膜炎	Is a (attribute)	11453302024
H43.8	玻璃体的其他疾患	H35.9	视网膜未特指的疾患	Is a (attribute)	11450120024
L57.0	光线性角化病	D21.2	下肢结缔组织和其他软组织良性肿瘤,包括髋	Is a (attribute)	11450176027
Q14.2	先天性视神经盘畸形	H35.0	背景性视网膜病变和视网膜血管改变	Is a (attribute)	11450231021
H34.8	其他的视网膜血管阻塞	H35.9	视网膜未特指的疾患	Is a (attribute)	11453203027
H34.8	其他的视网膜血管阻塞	H35.0	背景性视网膜病变和视网膜血管改变	Is a (attribute)	11453205023
T65.3	苯及其同类物的氮衍生物和胺衍生物的毒性效应	T60.9	未特指杀虫剂的毒性效应	Is a (attribute)	11453230021
T45.1	抗肿瘤药和免疫抑制剂中毒	T42.6	其他镇癫痫药和镇静催眠药中毒	Is a (attribute)	11453240024
Q18.1	耳前窦道和囊肿	Q18.8	面和颈部其他特指的先天性畸形	Is a (attribute)	11453245025
N82.4	"其他的女性肠-生殖道瘘	"	K63.2	肠瘘	Is a (attribute)	11453264020
L57.0	光线性角化病	R22.4	下肢的局部肿胀、肿物和肿块	Is a (attribute)	11450175028
Q87.8	其他特指的先天性畸形综合征,不可归类在他处者	E77.8	其他糖蛋白代谢紊乱	Is a (attribute)	11411419026
T17.2	咽内异物	J39.9	未特指的上呼吸道疾病	Is a (attribute)	11446845020
K60.2	未特指的肛裂	K62.9	肛门和直肠未特指的疾病	Is a (attribute)	11446769029
Z98.8	其他特指的手术后状态	Z90.0	头和颈部分后天性缺失	Is a (attribute)	11434187020
H35.4	周围性视网膜变性	H35.0	背景性视网膜病变和视网膜血管改变	Is a (attribute)	11434232026
O03.6	"自然流产,完全性或未特指,并发延迟或过度出血	"	N39.8	"泌尿系统其他特指的疾患	"	Is a (attribute)	11436325024
O03.6	"自然流产,完全性或未特指,并发延迟或过度出血	"	N94.9	"未特指的与女性生殖器官和月经周期有关的情况	"	Is a (attribute)	11436326020
O03.6	"自然流产,完全性或未特指,并发延迟或过度出血	"	O03.8	"自然流产,完全性或未特指,伴有其他和未特指的并发症	"	Is a (attribute)	11436327027
I77.0	后天性动静脉瘘	I73.9	未特指的周围血管疾病	Is a (attribute)	11436330023
T85.4	乳房假体和植入物的机械性并发症	T81.8	操作的其他并发症,不可归类在他处者	Is a (attribute)	11436333020
O08.1	"流产、异位妊娠和葡萄胎妊娠后的延迟或过度出血	"	O03.8	"自然流产,完全性或未特指,伴有其他和未特指的并发症	"	Is a (attribute)	11436339024
I83.1	下肢静脉曲张伴有炎症	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	11434168025
T00.0	累及头部伴有颈部的浅表损伤	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	11436402022
S10.9	颈部部位未特指的浅表损伤	T14.1	身体未特指部位的开放性伤口	Is a (attribute)	11436416028
Q44.7	肝的其他先天性畸形	Q61.8	其他囊性肾病	Is a (attribute)	11436428020
D69.8	其他特指的出血性情况	T14.5	身体未特指部位的血管损伤	Is a (attribute)	11436433024
D04.7	下肢(包括髋)皮肤原位癌	D48.5	皮肤动态未定或动态未知的肿瘤	Is a (attribute)	11436454028
Q61.8	其他囊性肾病	Q61.0	先天性单个肾囊肿	Is a (attribute)	11436469027
T85.9	内部假体装置、植入物和移植物的未特指并发症	T81.9	操作的未特指并发症	Is a (attribute)	11436494026
T86.8	其他移植器官和组织的失败和排斥	T86.9	未特指的移植器官和组织的失败和排斥	Is a (attribute)	11438640020
T86.8	其他移植器官和组织的失败和排斥	H18.9	角膜未特指的疾患	Is a (attribute)	11438642028
S10.9	颈部部位未特指的浅表损伤	T14.0	身体未特指部位的浅表损伤	Is a (attribute)	11436413020
G47.8	其他睡眠障碍	J98.9	未特指的呼吸性疾患	Is a (attribute)	11438656026
H02.8	眼睑其他特指的疾患	L73.9	未特指的毛囊疾患	Is a (attribute)	11434160021
Z90.0	头和颈部分后天性缺失	Z92.4	大手术个人史,不可归类在他处者	Is a (attribute)	11434121024
S83.6	膝的其他和未特指部位的扭伤和劳损	T14.3	身体未特指部位的脱位、扭伤和劳损	Is a (attribute)	11433908021
T14.3	身体未特指部位的脱位、扭伤和劳损	T14.9	未特指的损伤	Is a (attribute)	11433926024
B02.3	带状疱疹眼病	G50.9	未特指的三叉神经疾患	Is a (attribute)	11433947023
L73.8	其他特指的毛囊疾患	N90.9	"外阴和会阴未特指的非炎性疾患	"	Is a (attribute)	11433953023
L73.8	其他特指的毛囊疾患	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	11433954028
D48.7	其他特指部位的动态未定或动态未知的肿瘤	L08.9	皮肤和皮下组织未特指的局部感染	Is a (attribute)	11433956026
T79.3	创伤后伤口感染,不可归类在他处者	L08.9	皮肤和皮下组织未特指的局部感染	Is a (attribute)	11433987029
T88.7	药物和药剂未特指的有害效应	T78.1	其他有害食物反应,不可归类在他处者	Is a (attribute)	11434009023
D48.9	未特指的动态未定或动态未知的肿瘤	D37.7	其他消化器官动态未定或动态未知的肿瘤	Is a (attribute)	11434141025
Z88.8	对其他药物、药剂和生物制品过敏个人史	Z91.0	非药物和生物制品过敏个人史	Is a (attribute)	11434019028
L71.9	未特指的酒渣鼻	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	11434025029
B97.7	乳头状瘤病毒作为分类于其他章疾病的原因	N50.8	"男性生殖器官其他特指的疾患	"	Is a (attribute)	11434054024
L98.4	皮肤慢性溃疡,不可归类在他处者	T88.9	手术和医疗未特指的并发症	Is a (attribute)	11434056021
L98.4	皮肤慢性溃疡,不可归类在他处者	T88.7	药物和药剂未特指的有害效应	Is a (attribute)	11434058022
S20.1	乳房其他和未特指的浅表损伤	T09.0	躯干浅表损伤,水平未特指	Is a (attribute)	11434064026
K65.0	急性腹膜炎	L02.9	未特指的皮肤脓肿、疖和痈	Is a (attribute)	11434076026
D07.5	前列腺原位癌	D40.0	前列腺动态未定或动态未知的肿瘤	Is a (attribute)	11434101023
I83.2	下肢静脉曲张伴有溃疡和炎症	I87.2	静脉功能不全(慢性)(周围性)	Is a (attribute)	11434106029
I83.2	下肢静脉曲张伴有溃疡和炎症	I83.0	下肢静脉曲张伴有溃疡	Is a (attribute)	11434021022
K22.1	食管溃疡	K92.9	消化系统未特指的疾病	Is a (attribute)	11433895029
G47.8	其他睡眠障碍	R06.8	其他和未特指的呼吸异常	Is a (attribute)	11438657024
B35.9	未特指的皮肤癣菌病	B36.9	未特指的浅部真菌病	Is a (attribute)	11438699020
B39.9	未特指的组织胞浆菌病	L98.4	皮肤慢性溃疡,不可归类在他处者	Is a (attribute)	11440550026
A69.1	其他樊尚螺旋体感染	A48.8	其他特指的细菌性疾病	Is a (attribute)	11440555020
K62.6	肛门和直肠溃疡	K92.9	消化系统未特指的疾病	Is a (attribute)	11440581024
C62.9	未特指的睾丸恶性肿瘤	D48.9	未特指的动态未定或动态未知的肿瘤	Is a (attribute)	11440621029
N95.8	"其他特指的绝经期和围绝经期的疾患	"	G47.0	初发性或维持性睡眠障碍[失眠症]	Is a (attribute)	11440629027
P78.2	吞咽母血引起的新生儿呕血和黑粪	P54.1	新生儿黑粪症	Is a (attribute)	11440630021
K92.8	消化系统其他特指的疾病	L98.4	皮肤慢性溃疡,不可归类在他处者	Is a (attribute)	11440679029
K26.0	十二指肠溃疡急性,伴有出血	K27.0	部位未特指的消化性溃疡急性,伴有出血	Is a (attribute)	11445885020
Q65.8	髋的其他先天性变形	Q89.9	未特指的先天性畸形	Is a (attribute)	11440545021
K25.9	胃溃疡未特指为急性或慢性,不伴有出血或穿孔	K27.9	部位未特指的消化性溃疡未特指为急性或慢性,不伴有出血或穿孔	Is a (attribute)	11445886021
K22.1	食管溃疡	K27.9	部位未特指的消化性溃疡未特指为急性或慢性,不伴有出血或穿孔	Is a (attribute)	11446131028
K60.3	肛瘘	K62.9	肛门和直肠未特指的疾病	Is a (attribute)	11446230023
K26.4	十二指肠溃疡慢性或未特指的,伴有出血	K27.4	部位未特指的消化性溃疡慢性或未特指的,伴有出血	Is a (attribute)	11446324021
K28.2	胃空肠溃疡急性,伴有出血和穿孔	K25.2	胃溃疡急性,伴有出血和穿孔	Is a (attribute)	11446407025
K25.6	胃溃疡慢性或未特指的,伴有出血和穿孔	K27.6	部位未特指的消化性溃疡慢性或未特指的,伴有出血和穿孔	Is a (attribute)	11446434027
K27.1	部位未特指的消化性溃疡急性,伴有穿孔	K27.3	部位未特指的消化性溃疡急性,不伴有出血或穿孔	Is a (attribute)	11446682029
K25.3	胃溃疡急性,不伴有出血或穿孔	K27.3	部位未特指的消化性溃疡急性,不伴有出血或穿孔	Is a (attribute)	11446720026
K28.4	胃空肠溃疡慢性或未特指的,伴有出血	K27.4	部位未特指的消化性溃疡慢性或未特指的,伴有出血	Is a (attribute)	11446749023
G72.4	炎性肌病,不可归类在他处者	D89.8	涉及免疫机制其他特指的疾患,不可归类在他处者	Is a (attribute)	11445888022
B35.0	须癣和头癣	L08.9	皮肤和皮下组织未特指的局部感染	Is a (attribute)	11438675020
K25.0	胃溃疡急性,伴有出血	K25.4	胃溃疡慢性或未特指的,伴有出血	Is a (attribute)	11440449028
H01.0	睑缘炎	H02.9	眼睑未特指的疾患	Is a (attribute)	11440362028
K52.8	其他特指的非感染性胃肠炎和结肠炎	M35.9	结缔组织系统性受累	Is a (attribute)	11438708025
K12.1	其他形式的口炎	K13.7	口腔粘膜其他和未特指的损害	Is a (attribute)	11438785025
G04.0	急性播散性脑炎	M35.9	结缔组织系统性受累	Is a (attribute)	11411467020
H04.5	泪道狭窄和关闭不全	H02.1	睑外翻	Is a (attribute)	11411459028
Q87.8	其他特指的先天性畸形综合征,不可归类在他处者	R56.8	其他和未特指的惊厥	Is a (attribute)	11411422029
K22.1	食管溃疡	L98.4	皮肤慢性溃疡,不可归类在他处者	Is a (attribute)	11439916020
Q68.8	肌肉骨骼的其他特指先天性变形	Q89.9	未特指的先天性畸形	Is a (attribute)	11439943026
Q87.8	其他特指的先天性畸形综合征,不可归类在他处者	R29.8	累及神经和肌肉骨骼系统其他和未特指的症状和体征	Is a (attribute)	11411420021
Q87.8	其他特指的先天性畸形综合征,不可归类在他处者	M21.9	四肢后天性变形	Is a (attribute)	11440440029
Q84.2	毛发的其他先天性畸形	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	11439977020
K51.8	其他的溃疡性结肠炎	K28.9	胃空肠溃疡未特指为急性或慢性,不伴有出血或穿孔	Is a (attribute)	11439996024
K63.3	肠溃疡	L98.4	皮肤慢性溃疡,不可归类在他处者	Is a (attribute)	11440040020
B95.8	未特指的葡萄球菌作为分类于其他章疾病的原因	H18.9	角膜未特指的疾患	Is a (attribute)	11440297029
B95.8	未特指的葡萄球菌作为分类于其他章疾病的原因	Q15.9	眼未特指的先天性畸形	Is a (attribute)	11440298023
Q79.8	肌肉骨骼系统的其他先天性畸形	R29.8	累及神经和肌肉骨骼系统其他和未特指的症状和体征	Is a (attribute)	11440311026
Q79.8	肌肉骨骼系统的其他先天性畸形	Q82.9	皮肤未特指的先天性畸形	Is a (attribute)	11440314023
Q79.8	肌肉骨骼系统的其他先天性畸形	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	11440316020
K25.4	胃溃疡慢性或未特指的,伴有出血	K25.0	胃溃疡急性,伴有出血	Is a (attribute)	11440353025
N76.8	"阴道和外阴其他特指的炎症	"	L98.4	皮肤慢性溃疡,不可归类在他处者	Is a (attribute)	11439992021
S50.8	前臂的其他浅表损伤	S51.0	肘开放性伤口	Is a (attribute)	11293090021
Q16.5	内耳先天性畸形	L98.9	皮肤和皮下组织未特指的疾患	Is a (attribute)	11367445025
D36.7	其他特指部位的良性肿瘤	D23.9	未特指的皮肤良性肿瘤	Is a (attribute)	11367443021
G71.0	肌营养不良	G11.9	未特指的遗传性共济失调	Is a (attribute)	11534049021
S71.0	髋开放性伤口	T13.0	下肢浅表损伤,水平未特指	Is a (attribute)	11312799029
Q87.8	其他特指的先天性畸形综合征,不可归类在他处者	G93.8	脑其他特指的疾患	Is a (attribute)	11312792022
G71.0	肌营养不良	R27.0	未特指的共济失调	Is a (attribute)	11534054028
Q87.8	其他特指的先天性畸形综合征,不可归类在他处者	Q82.5	先天性非肿瘤性痣	Is a (attribute)	11312784029
Q87.2	主要涉及四肢的先天性畸形综合征	Q70.9	未特指的并指[趾]畸形	Is a (attribute)	11312753026
Q87.2	主要涉及四肢的先天性畸形综合征	H61.1	耳廓非感染性疾患	Is a (attribute)	11312739026
Q87.2	主要涉及四肢的先天性畸形综合征	Q17.9	未特指的耳先天性畸形	Is a (attribute)	11312738023
Q87.2	主要涉及四肢的先天性畸形综合征	Q70.4	多指[趾]和并指[趾]畸形	Is a (attribute)	11312732024
K22.2	食管梗阻	A09.0	其他和未特指传染性病因的胃肠炎和结肠炎	Is a (attribute)	11312728029
S41.0	肩开放性伤口	T11.1	上肢开放性伤口,水平未特指	Is a (attribute)	11312679028
E25.8	其他肾上腺性征疾患	E25.9	未特指的肾上腺性征疾患	Is a (attribute)	11312655025
E25.8	其他肾上腺性征疾患	Q99.9	未特指的染色体异常	Is a (attribute)	11312654026
A39.8	其他脑膜炎球菌感染	B94.8	其他特指传染病和寄生虫病的后遗症	Is a (attribute)	11312650024
G71.0	肌营养不良	G25.9	未特指的锥体束外和运动疾患	Is a (attribute)	11534056026
H47.7	未特指的视路疾患	G04.9	未特指的脑炎、脊髓炎和脑脊髓炎	Is a (attribute)	11534059022
H04.4	泪道慢性炎症	H04.9	泪器系未特指的疾患	Is a (attribute)	11534078022
Z86.6	神经系统和感觉器官疾病个人史	Z87.3	肌肉骨骼系统和结缔组织疾病个人史	Is a (attribute)	11534041024
E83.3	磷和磷酸酶代谢紊乱	N07.9	"遗传性肾病,不可归类在他处者,未特指	"	Is a (attribute)	11312820029
E83.3	磷和磷酸酶代谢紊乱	N25.9	"肾小管功能损害所致未特指的疾患	"	Is a (attribute)	11312821025
S71.1	大腿开放性伤口	T13.0	下肢浅表损伤,水平未特指	Is a (attribute)	11312847023
B30.9	未特指的病毒性结膜炎	B08.1	传染性软疣	Is a (attribute)	11313751022
A04.7	艰难梭状芽胞杆菌性小肠结肠炎	A09.0	其他和未特指传染性病因的胃肠炎和结肠炎	Is a (attribute)	11313719021
K75.1	门静脉炎	K75.9	未特指的炎性肝脏疾病	Is a (attribute)	11313627022
G25.8	其他特指的锥体束外和运动疾患	G25.3	肌阵挛	Is a (attribute)	11312984021
B96.8	其他特指的细菌性病原体作为分类于其他章疾病的原因	K76.9	未特指的肝病	Is a (attribute)	11312961025
S61.0	手指开放性伤口不伴有指甲损害	T11.1	上肢开放性伤口,水平未特指	Is a (attribute)	11312943023
B95.5	未特指的链球菌作为分类于其他章疾病的原因	B94.8	其他特指传染病和寄生虫病的后遗症	Is a (attribute)	11312939024
G71.3	线粒体肌病,不可归类在他处者	E13.9	其他特指的糖尿病不伴有并发症	Is a (attribute)	11312933020
S91.0	踝开放性伤口	T13.0	下肢浅表损伤,水平未特指	Is a (attribute)	11312636025
Q87.0	主要影响面部外貌的先天性畸形综合征	Q04.3	脑的其他短缺畸形	Is a (attribute)	11312916029
D84.1	补体系统中的缺陷	D68.2	其他凝血因子的遗传性缺乏	Is a (attribute)	11312899020
D64.4	先天性红细胞生成不良性贫血	D84.9	未特指的免疫缺陷	Is a (attribute)	11312871027
D64.4	先天性红细胞生成不良性贫血	D89.9	涉及免疫机制未特指的疾患	Is a (attribute)	11312870026
Z91.6	其他身体创伤个人史	Z87.8	其他特指情况个人史	Is a (attribute)	11534018027
D64.4	先天性红细胞生成不良性贫血	D64.9	未特指的贫血	Is a (attribute)	11312869027
G93.8	脑其他特指的疾患	Q99.9	未特指的染色体异常	Is a (attribute)	11534027026
G93.8	脑其他特指的疾患	G47.9	未特指的睡眠障碍	Is a (attribute)	11534029028
D64.4	先天性红细胞生成不良性贫血	D84.8	其他特指的免疫缺陷	Is a (attribute)	11312868024
